"y.binomial" "n.binomial" "center" "cramer" "ratio" "PNT"
16 151 3447 TRUE 1.04448398576512 16.154941529289
22 151 3522 TRUE 1.04351610095735 16.1183020624497
15 151 4837 TRUE 1.0314993700126 15.5964794647446
17 151 1703 TRUE 1.09213759213759 17.4526681401419
18 151 2833 TRUE 1.05438723712835 16.4966008677464
23 151 1029 TRUE 1.15723270440252 18.5113139952184
18 151 4520 TRUE 1.03374578177728 15.7050766113617
22 151 1093 TRUE 1.14734774066798 18.3769203686855
21 151 2089 TRUE 1.07447864945382 17.05593273531
17 151 2964 TRUE 1.05192107995846 16.4165488416899
21 151 2643 TRUE 1.05841121495327 16.6209141747688
23 151 1526 TRUE 1.10337698139214 17.6727222454808
17 151 1866 TRUE 1.08375209380235 17.2731326386831
16 151 4383 TRUE 1.03481894150418 15.7550281790406
16 151 3056 TRUE 1.05031868500503 16.3632405663712
19 151 1690 TRUE 1.09287925696594 17.4677436227852
25 151 631 TRUE 1.26978417266187 19.664374058201
16 151 4545 TRUE 1.03355704697987 15.696233575668
22 151 1243 TRUE 1.12842465753425 18.0992728606075
23 151 2668 TRUE 1.0578480524489 16.603805728134
21 151 2614 TRUE 1.0590783773139 16.6406814574496
18 151 1875 TRUE 1.08333333333333 17.2635135657953
23 151 981 TRUE 1.16556291390728 18.6174957693716
21 151 1123 TRUE 1.14312977099237 18.318288660895
15 151 3080 TRUE 1.04991680532446 16.3496463687146
18 151 4481 TRUE 1.03404448479346 15.7191552682909
19 151 3283 TRUE 1.04675810473815 16.2385042116428
20 151 4071 TRUE 1.03753753753754 15.8760789304508
28 151 242 TRUE 1.89820359281437 22.4361684798618
26 151 293 TRUE 1.68807339449541 21.8037360285904
18 151 1390 TRUE 1.11406844106464 17.8652701753727
23 151 2705 TRUE 1.05703422053232 16.5791161174437
24 151 664 TRUE 1.25466893039049 19.5398970015511
21 151 1675 TRUE 1.09375 17.4849148381465
17 151 4313 TRUE 1.03539405379896 15.7811852848441
16 151 4894 TRUE 1.03112678979041 15.5777562715459
16 151 4013 TRUE 1.03809040121889 15.8995179352962
18 151 4165 TRUE 1.03667481662592 15.8382533244525
17 151 2983 TRUE 1.0515818431912 16.4054689106488
17 151 4325 TRUE 1.03529411764706 15.7766210905332
24 151 370 TRUE 1.50847457627119 21.1090220450229
23 151 353 TRUE 1.53956834532374 21.2389279041667
30 151 117 TRUE 4.57142857142857 25.3011133611969
26 151 392 TRUE 1.47318611987382 20.9373516285676
19 151 2898 TRUE 1.05313496280553 16.4563731737004
18 151 2871 TRUE 1.05364806866953 16.4731692305758
15 151 2580 TRUE 1.05988023952096 16.664449855743
17 151 4002 TRUE 1.03819709702063 15.904161557997
23 151 1259 TRUE 1.12668918918919 18.0725061819938
21 151 828 TRUE 1.199203187251 19.0063114522636
18 151 3357 TRUE 1.04570383912249 16.2001964816724
25 151 450 TRUE 1.4 20.5541275901328
18 151 2158 TRUE 1.07201152184349 16.9948531861147
18 151 4688 TRUE 1.03251680034685 15.6464141369123
19 151 4185 TRUE 1.03649635036496 15.8304353982701
17 151 2193 TRUE 1.07082152974504 16.9645825554888
21 151 831 TRUE 1.1984126984127 18.9979068515593
23 151 1082 TRUE 1.14895729890765 18.4004510758034
23 151 2661 TRUE 1.05800464037123 16.6085140263311
21 151 2415 TRUE 1.06410256410256 16.7850720956534
22 151 1524 TRUE 1.10351966873706 17.6751332574012
17 151 4028 TRUE 1.03794586390083 15.8933618266058
17 151 3434 TRUE 1.04465614766299 16.1614621470867
19 151 4056 TRUE 1.03767897513188 15.8820019184774
15 151 4843 TRUE 1.03145973154362 15.5943996434349
19 151 1210 TRUE 1.13215859030837 18.1571297735658
19 151 3306 TRUE 1.0464252553389 16.2266702533199
19 151 2010 TRUE 1.07751937984496 17.129366270891
20 151 1577 TRUE 1.09986684420772 17.6060508594741
18 151 4652 TRUE 1.0327725584444 15.6589428108525
20 151 3859 TRUE 1.03964059196617 15.9647296229772
18 151 1990 TRUE 1.07832898172324 17.1485340953869
19 151 1185 TRUE 1.13513513513514 18.2014234181374
15 151 4337 TRUE 1.03519474425153 15.7721925335949
20 151 1151 TRUE 1.13940520446097 18.2646694976089
16 151 3222 TRUE 1.04766444232602 16.2709127729679
21 151 1462 TRUE 1.10814708002884 17.7598050934071
21 151 2360 TRUE 1.06564551422319 16.8276734741348
15 151 4782 TRUE 1.03186743148502 15.6146501204128
17 151 2454 TRUE 1.06305170239596 16.7557154278589
19 151 4299 TRUE 1.03551136363636 15.7864532180575
17 151 4120 TRUE 1.03708281829419 15.8561710503915
23 151 2336 TRUE 1.06634232640425 16.8464521972077
21 151 762 TRUE 1.21834061135371 19.2034968862756
18 151 3933 TRUE 1.03888024883359 15.9329802381778
22 151 923 TRUE 1.17688679245283 18.756085558638
23 151 1059 TRUE 1.15243902439024 18.4465090997485
16 151 4791 TRUE 1.03180661577608 15.6116235964677
18 151 4649 TRUE 1.03279405334499 15.6597771521747
26 151 227 TRUE 1.98684210526316 22.6490464262784
19 151 1714 TRUE 1.091519219036 17.4392887563914
21 151 2284 TRUE 1.06790402897239 16.8881763085001
15 151 2550 TRUE 1.06060606060606 16.6861973659845
21 151 1105 TRUE 1.14563106796116 18.3540372489682
25 151 402 TRUE 1.45871559633028 20.8638954837779
18 151 3932 TRUE 1.03889032927145 15.9333153249048
17 151 2913 TRUE 1.05285412262156 16.4471770647532
20 151 2032 TRUE 1.07664793050588 17.1086469797935
18 151 4169 TRUE 1.03663898387885 15.8366869473784
23 151 1061 TRUE 1.15212981744422 18.4431246003439
23 151 1062 TRUE 1.15197568389058 18.4407991507767
17 151 4309 TRUE 1.03542749173359 15.7827805422522
15 151 2579 TRUE 1.05990415335463 16.6653587639572
19 151 1838 TRUE 1.0850822461713 17.3021987820701
20 151 1660 TRUE 1.09463722397476 17.502825951113
17 151 4761 TRUE 1.03201024327785 15.6217214493802
18 151 4160 TRUE 1.03671970624235 15.8402436667392
17 151 2163 TRUE 1.07183908045977 16.9901658487912
22 151 2320 TRUE 1.06681514476615 16.8591897799654
17 151 1869 TRUE 1.08361204013378 17.270052084551
16 151 4852 TRUE 1.03140046054009 15.5915615391245
18 151 1884 TRUE 1.08291873963516 17.2543753403793
26 151 420 TRUE 1.43478260869565 20.7440152055215
16 151 2583 TRUE 1.05980861244019 16.6623982624408
17 151 3068 TRUE 1.05011693952556 16.3561686785156
15 151 3168 TRUE 1.04849660523763 16.300420620195
24 151 271 TRUE 1.76530612244898 22.0481250936158
19 151 3312 TRUE 1.04633920296571 16.2233741776636
17 151 3200 TRUE 1.048 16.2830277432149
20 151 2301 TRUE 1.06738544474394 16.8745773753639
19 151 4726 TRUE 1.03225112878951 15.6334442647474
18 151 2951 TRUE 1.05215577190542 16.4243125504668
18 151 2208 TRUE 1.07032348804501 16.9515404211475
17 151 4099 TRUE 1.03727634194831 15.8648409039137
20 151 3540 TRUE 1.04329004329004 16.1096558588174
17 151 1402 TRUE 1.11303692539563 17.8461372604825
17 151 4025 TRUE 1.0379746835443 15.8946415600578
15 151 4878 TRUE 1.03123048094941 15.582943061831
23 151 2743 TRUE 1.05622188905547 16.5541762638856
21 151 3578 TRUE 1.04282043962318 16.0916472785906
19 151 2834 TRUE 1.05436752446539 16.4961783742935
17 151 3909 TRUE 1.03912363067293 15.9430403735392
23 151 788 TRUE 1.21037868162693 19.1234562424317
22 151 1528 TRUE 1.10323468685478 17.6696176496317
16 151 4844 TRUE 1.0314531348291 15.594173570061
18 151 1904 TRUE 1.08201202843084 17.2338062218459
21 151 3577 TRUE 1.0428326670474 16.0923153538342
16 151 3145 TRUE 1.04885993485342 16.3129172391735
16 151 2522 TRUE 1.06129955046996 16.7060342290987
16 151 3137 TRUE 1.04898758981058 16.3173011755605
24 151 604 TRUE 1.28355387523629 19.7747466575382
16 151 4131 TRUE 1.03698224852071 15.8519082112228
20 151 1645 TRUE 1.09554140127389 17.5213194813987
23 151 549 TRUE 1.31645569620253 20.0197050299968
22 151 1225 TRUE 1.1304347826087 18.1309072261951
19 151 2113 TRUE 1.07360157016683 17.0343891219753
20 151 2389 TRUE 1.06482281763181 16.8049630870485
19 151 2899 TRUE 1.05311614730878 16.4561571989373
19 151 2003 TRUE 1.07780082987552 17.1364718731736
19 151 3400 TRUE 1.04511278195489 16.1785230741075
23 151 534 TRUE 1.32679738562091 20.0928108340268
20 151 3300 TRUE 1.04651162790698 16.2298567444369
21 151 1154 TRUE 1.13901760889713 18.259215124683
18 151 1389 TRUE 1.11415525114155 17.86549831026
25 151 261 TRUE 1.80645161290323 22.1753071731646
23 151 489 TRUE 1.36231884057971 20.3269794506913
15 151 4799 TRUE 1.03175275190517 15.6090988027737
22 151 2646 TRUE 1.0583430571762 16.6191497249907
18 151 1409 TRUE 1.11244377811094 17.8362367561654
21 151 1637 TRUE 1.09603072983355 17.5314895404539
24 151 640 TRUE 1.26548672566372 19.6310223663409
22 151 870 TRUE 1.18867924528302 18.8909712559247
23 151 1491 TRUE 1.10593220338983 17.7197498841961
20 151 3875 TRUE 1.03947368421053 15.957708096177
21 151 1446 TRUE 1.10940919037199 17.7824201751301
16 151 4332 TRUE 1.03523608174771 15.7741071900857
19 151 3657 TRUE 1.04187604690117 16.0546750948175
17 151 3044 TRUE 1.0505220613001 16.3698443019078
17 151 3205 TRUE 1.04792332268371 16.2801959808058
16 151 4789 TRUE 1.03182011030972 15.612337352812
25 151 433 TRUE 1.41899441340782 20.6581966450415
23 151 355 TRUE 1.53571428571429 21.2231996309327
17 151 4442 TRUE 1.03434852301351 15.733344469971
20 151 3277 TRUE 1.04684572142411 16.2417186024538
24 151 2342 TRUE 1.06616674018527 16.8419123156409
23 151 694 TRUE 1.24232633279483 19.4314752311517
19 151 1981 TRUE 1.07869884575026 17.1571601429359
25 151 413 TRUE 1.44378698224852 20.7899623015741
19 151 2150 TRUE 1.07228915662651 17.0014128211637
25 151 615 TRUE 1.27777777777778 19.7294951608117
23 151 1032 TRUE 1.15673981191223 18.5038303640425
18 151 3701 TRUE 1.04136789851076 16.0344963740638
21 151 3538 TRUE 1.04331504475888 16.1107011540636
15 151 3084 TRUE 1.04985044865404 16.3470816556269
22 151 1521 TRUE 1.10373443983402 17.6790522357202
21 151 2287 TRUE 1.06781193490054 16.8861536708894
22 151 2362 TRUE 1.06558810668999 16.8261804245159
23 151 2702 TRUE 1.057099352874 16.5811640242366
20 151 4289 TRUE 1.03559563360228 15.79032356084
15 151 4820 TRUE 1.03161222339305 15.6019887014035
21 151 1155 TRUE 1.13888888888889 18.2567187200506
18 151 1317 TRUE 1.1207729468599 17.9767248167664
24 151 2681 TRUE 1.0575594781274 16.595624277103
17 151 1782 TRUE 1.08787346221441 17.3629316792156
22 151 949 TRUE 1.17162471395881 18.6918193246996
21 151 833 TRUE 1.19788918205805 18.994053623109
23 151 1064 TRUE 1.15166835187058 18.4363682575571
15 151 2571 TRUE 1.06009615384615 16.670961806185
17 151 2945 TRUE 1.05226480836237 16.4281285111914
17 151 2955 TRUE 1.05208333333333 16.4222488403537
19 151 1310 TRUE 1.12145748987854 17.9880231331198
18 151 4521 TRUE 1.03373819163293 15.7048964190925
24 151 1501 TRUE 1.10518934081346 17.706071141257
19 151 3885 TRUE 1.03937007874016 15.9533118846397
16 151 4558 TRUE 1.0334597367834 15.6915743718461
22 151 1241 TRUE 1.12864493996569 18.1025305930526
19 151 2148 TRUE 1.07235890014472 17.0032981309175
17 151 3147 TRUE 1.048828125 16.3119419283472
20 151 2289 TRUE 1.06775067750678 16.8840913864212
20 151 1688 TRUE 1.09299442033478 17.4695769657642
17 151 3929 TRUE 1.03892060197198 15.9348897496895
22 151 786 TRUE 1.21097046413502 19.1293167374935
19 151 1334 TRUE 1.11914217633042 17.9497738054839
16 151 2546 TRUE 1.06070416835289 16.6887681439471
20 151 2632 TRUE 1.05866249511146 16.6282692487991
17 151 2188 TRUE 1.07098911500237 16.9684485654809
16 151 3111 TRUE 1.04940711462451 16.331730597715
21 151 1423 TRUE 1.11127596439169 17.8156758565369
22 151 867 TRUE 1.18939393939394 18.8995921290551
22 151 2063 TRUE 1.07545271629779 17.0797703211122
20 151 1417 TRUE 1.11177347242921 17.8242042552279
19 151 3733 TRUE 1.04100601421542 16.0201955942393
18 151 4464 TRUE 1.03417634996582 15.7253493661257
17 151 1784 TRUE 1.08777062609713 17.360398723383
17 151 4469 TRUE 1.03413746017296 15.7236092534524
16 151 4777 TRUE 1.03190131858783 15.6163675851684
17 151 1911 TRUE 1.08169934640523 17.2264521026732
18 151 3187 TRUE 1.04820051413882 16.2897903113537
18 151 1337 TRUE 1.1188589540412 17.9453542652074
20 151 1133 TRUE 1.14177693761815 18.2997490261946
28 151 159 TRUE 2.78571428571429 23.9404650767028
20 151 3544 TRUE 1.04324012683771 16.1078567719305
20 151 942 TRUE 1.17301038062284 18.7086599108849
22 151 2401 TRUE 1.06448839208942 16.7959590366742
17 151 4248 TRUE 1.03594536304817 15.8059325231191
22 201 2564 TRUE 1.08116883116883 22.2345934465847
27 201 2612 TRUE 1.0796178343949 22.1898203907522
29 201 2328 TRUE 1.08976660682226 22.4712774117336
30 201 627 TRUE 1.37950664136622 26.2485926404721
20 201 4392 TRUE 1.04659832246039 21.0022716287223
22 201 3087 TRUE 1.06695681285571 21.7942177182229
27 201 1943 TRUE 1.10851871947911 22.9267042153346
28 201 1243 TRUE 1.17497812773403 24.1341545136478
25 201 3472 TRUE 1.05931198102017 21.5240689059757
29 201 3547 TRUE 1.05802146794314 21.4751682622996
22 201 4862 TRUE 1.0419991600168 20.7843068272307
23 201 1728 TRUE 1.12285012285012 23.2316087194428
24 201 2858 TRUE 1.07251631617114 21.9747629520166
29 201 1054 TRUE 1.20964360587002 24.6134513286812
24 201 4545 TRUE 1.04499437570304 20.9285712401889
29 201 1118 TRUE 1.19646365422397 24.4385092958938
25 201 2114 TRUE 1.09930486593843 22.7117057324813
24 201 2989 TRUE 1.06922810661128 21.8692298402791
28 201 2668 TRUE 1.07788161993769 22.1393193265188
30 201 1551 TRUE 1.13783597518952 23.5209996858557
22 201 1891 TRUE 1.11166945840313 22.9967186321917
21 201 4408 TRUE 1.0464252553389 20.9945033881504
21 201 3081 TRUE 1.06709158000671 21.7986678695391
25 201 1715 TRUE 1.12383900928793 23.2519393995962
32 201 656 TRUE 1.35971223021583 26.0970358437259
24 201 4570 TRUE 1.04474272930649 20.9165816935365
27 201 1268 TRUE 1.17123287671233 24.0771189238783
29 201 2693 TRUE 1.07713073659853 22.1170041747305
29 201 2639 TRUE 1.07877116975187 22.1652880493056
25 201 1900 TRUE 1.11111111111111 22.9840568175473
31 201 1006 TRUE 1.22075055187638 24.7504650490056
28 201 1148 TRUE 1.19083969465649 24.3630302948965
22 201 3105 TRUE 1.06655574043261 21.7805277641615
24 201 4506 TRUE 1.04539264639128 20.9468874788022
26 201 3308 TRUE 1.06234413965087 21.6342365726298
24 201 4096 TRUE 1.05005005005005 21.1545689708361
35 201 267 TRUE 2.19760479041916 29.532376102727
33 201 318 TRUE 1.91743119266055 28.7752181226464
26 201 1415 TRUE 1.15209125475285 23.7713641539235
29 201 2730 TRUE 1.07604562737643 22.0838023853509
31 201 689 TRUE 1.33955857385399 25.9351864391261
27 201 1700 TRUE 1.125 23.2748974268104
22 201 4338 TRUE 1.04719207173195 21.0290614090667
23 201 4038 TRUE 1.05078720162519 21.1859419512398
27 201 4190 TRUE 1.04889975550122 21.1048926908875
22 201 3008 TRUE 1.0687757909216 21.8545103262912
22 201 4350 TRUE 1.04705882352941 21.0230909100702
32 201 395 TRUE 1.67796610169492 27.9120316431556
32 201 378 TRUE 1.71942446043165 28.0827938245235
40 201 142 TRUE 5.76190476190476 32.8524181842577
32 201 417 TRUE 1.63091482649842 27.7012927182417
24 201 2923 TRUE 1.07084661707403 21.9223521177834
23 201 2896 TRUE 1.07153075822604 21.9438228108965
25 201 2605 TRUE 1.07984031936128 22.1962596586834
23 201 4027 TRUE 1.05092946269417 21.1921859122289
27 201 1284 TRUE 1.16891891891892 24.0421528597905
29 201 853 TRUE 1.26560424966799 25.2533514531815
25 201 3382 TRUE 1.06093845216331 21.5840236652546
31 201 475 TRUE 1.53333333333333 27.2286385737287
26 201 2183 TRUE 1.09601536245799 22.6311945103303
25 201 4713 TRUE 1.04335573379579 20.8506132594204
25 201 4210 TRUE 1.04866180048662 21.0942995773676
25 201 2218 TRUE 1.09442870632672 22.5909914537617
29 201 856 TRUE 1.26455026455026 25.2420999945001
29 201 1107 TRUE 1.19860973187686 24.4685947645631
28 201 2686 TRUE 1.07733952049497 22.1226339094482
25 201 2440 TRUE 1.08547008547009 22.3557512629168
30 201 1549 TRUE 1.13802622498275 23.5236194295273
23 201 4053 TRUE 1.05059448520111 21.1776208927967
27 201 3459 TRUE 1.05954153021733 21.5324048695323
25 201 4081 TRUE 1.05023863350917 21.1626033783075
23 201 4868 TRUE 1.04194630872483 20.7819051814427
28 201 1235 TRUE 1.17621145374449 24.1520259857223
23 201 3331 TRUE 1.06190034045187 21.6185418347401
26 201 2035 TRUE 1.10335917312662 22.8085848349082
27 201 1602 TRUE 1.13315579227696 23.4331899530896
22 201 4677 TRUE 1.04369674459253 20.867033189072
23 201 3884 TRUE 1.05285412262156 21.2719626474513
26 201 2015 TRUE 1.10443864229765 22.8332461113173
28 201 1210 TRUE 1.18018018018018 24.2110513593088
21 201 4362 TRUE 1.0469263256687 21.0171477886637
25 201 1176 TRUE 1.18587360594796 24.2928527261942
26 201 3247 TRUE 1.06355258976803 21.6771136047739
29 201 1487 TRUE 1.14419610670512 23.6346083536592
28 201 2385 TRUE 1.08752735229759 22.4112117673856
20 201 4807 TRUE 1.0424899086467 20.8084743927125
24 201 2479 TRUE 1.08406893652795 22.3170354357217
24 201 4324 TRUE 1.04734848484848 21.0362281892174
25 201 4145 TRUE 1.04944375772559 21.1284041001415
29 201 2361 TRUE 1.08845643520566 22.4359815957744
30 201 787 TRUE 1.29112081513828 25.5060659186469
25 201 3958 TRUE 1.05184033177812 21.2300057103338
29 201 948 TRUE 1.23584905660377 24.9298543760511
28 201 1084 TRUE 1.20325203252033 24.5301544146641
21 201 4816 TRUE 1.04240882103478 20.8045571123171
22 201 4674 TRUE 1.04372540445999 20.868551366073
34 201 252 TRUE 2.31578947368421 29.7761514015
23 201 1739 TRUE 1.12202562538133 23.2150146670061
28 201 2309 TRUE 1.09053870529651 22.4910198082629
21 201 2575 TRUE 1.08080808080808 22.224310780299
29 201 1130 TRUE 1.19417475728155 24.4083356283851
33 201 427 TRUE 1.61162079510703 27.6165291039717
25 201 3957 TRUE 1.05185377236194 21.2305860422077
23 201 2938 TRUE 1.07047216349542 21.9098369521499
28 201 2057 TRUE 1.1021972406745 22.7806555546204
25 201 4194 TRUE 1.04885197850513 21.1027023553536
28 201 1086 TRUE 1.20283975659229 24.5239274379586
29 201 1087 TRUE 1.20263424518744 24.5222217480577
22 201 4334 TRUE 1.04723665564478 21.0311464804596
25 201 2604 TRUE 1.07987220447284 22.1974593785932
23 201 1863 TRUE 1.11344299489507 23.0353281881708
26 201 1685 TRUE 1.12618296529968 23.2982947052742
20 201 4786 TRUE 1.04268032437047 20.8179157196421
26 201 4185 TRUE 1.04895960832313 21.1074606586061
25 201 2188 TRUE 1.09578544061303 22.6251565079249
28 201 2345 TRUE 1.0890868596882 22.452740362824
23 201 1894 TRUE 1.11148272017837 22.9929518041084
25 201 4877 TRUE 1.04186728072012 20.7778382510453
25 201 1909 TRUE 1.11055831951354 22.9718897862243
32 201 445 TRUE 1.57971014492754 27.461810598229
26 201 2608 TRUE 1.07974481658692 22.1935879301816
23 201 3093 TRUE 1.06682258603408 21.7894292871777
20 201 3193 TRUE 1.06466214031684 21.7156549839598
33 201 296 TRUE 2.02040816326531 29.0746718206737
24 201 3337 TRUE 1.06178560395428 21.6141223596327
23 201 3225 TRUE 1.064 21.6925452488481
29 201 2326 TRUE 1.08984725965858 22.4730738542754
22 201 4751 TRUE 1.04300150505268 20.8336799535318
23 201 2976 TRUE 1.06954102920723 21.8795228477219
24 201 2233 TRUE 1.09376465072668 22.5741897651349
22 201 4124 TRUE 1.04970178926441 21.139721350356
26 201 3565 TRUE 1.05772005772006 21.4638280440744
25 201 1427 TRUE 1.15071590052751 23.7480439780048
22 201 4050 TRUE 1.05063291139241 21.1793762988933
30 201 2768 TRUE 1.07496251874063 22.0509624070905
28 201 3603 TRUE 1.05709391949757 21.4398536641727
24 201 2859 TRUE 1.07249003262051 21.9744006847554
25 201 3934 TRUE 1.05216484089724 21.2436999495794
29 201 813 TRUE 1.2805049088359 25.4068018516882
29 201 1553 TRUE 1.13764624913971 23.5169165157697
24 201 4869 TRUE 1.04193751310547 20.7813848285533
27 201 1929 TRUE 1.10934937124112 22.9451530707551
28 201 3602 TRUE 1.05711022272987 21.4404778465354
22 201 3170 TRUE 1.06514657980456 21.7323767606237
21 201 2547 TRUE 1.08173273395995 22.2509712286964
23 201 3162 TRUE 1.06531678641411 21.7382392684767
30 201 629 TRUE 1.37807183364839 26.2379389653171
24 201 4156 TRUE 1.04930966469428 21.1226500471262
27 201 1670 TRUE 1.12738853503185 23.3224094931948
31 201 574 TRUE 1.42194092827004 26.5512899972074
28 201 1250 TRUE 1.17391304347826 24.1187423860918
24 201 2138 TRUE 1.09813542688911 22.6830785416211
24 201 2414 TRUE 1.08643042350908 22.3814818489046
24 201 2924 TRUE 1.07082152974504 21.9211269046061
26 201 2028 TRUE 1.10373443983402 22.8167634047596
23 201 3425 TRUE 1.06015037593985 21.5548732516572
32 201 559 TRUE 1.43572984749455 26.6407233377528
24 201 3325 TRUE 1.06201550387597 21.6224429100975
27 201 1179 TRUE 1.18535681186284 24.2855373132699
26 201 1414 TRUE 1.15220700152207 23.7743113856493
34 201 286 TRUE 2.0752688172043 29.2250128041214
32 201 514 TRUE 1.48309178743961 26.9383327831923
20 201 4824 TRUE 1.04233700254022 20.8010741255304
28 201 2671 TRUE 1.07779074290159 22.1360000080591
25 201 1434 TRUE 1.14992503748126 23.7341591609601
28 201 1662 TRUE 1.1280409731114 23.335636717559
32 201 665 TRUE 1.35398230088496 26.056053812827
29 201 895 TRUE 1.25157232704403 25.1050008553119
32 201 1516 TRUE 1.14124293785311 23.582818567809
22 201 3900 TRUE 1.05263157894737 21.262874096927
29 201 1471 TRUE 1.14587892049599 23.6641029269177
23 201 4357 TRUE 1.04698144233028 21.0196456834349
25 201 3682 TRUE 1.05583472920156 21.3915945813724
22 201 3069 TRUE 1.06736274840013 21.8074972563282
24 201 3230 TRUE 1.06389776357827 21.6890515394953
21 201 4814 TRUE 1.04242681374629 20.8054136690508
31 201 458 TRUE 1.5586592178771 27.3575327321129
33 201 380 TRUE 1.71428571428571 28.0593501086565
23 201 4467 TRUE 1.04579803068468 20.9656335829997
26 201 3302 TRUE 1.06246096189881 21.6383310539357
30 201 2367 TRUE 1.08822232024702 22.4300519591151
28 201 719 TRUE 1.32310177705977 25.7976363633735
26 201 2006 TRUE 1.10493179433368 22.8448442867351
31 201 438 TRUE 1.59171597633136 27.5197061628318
26 201 2175 TRUE 1.09638554216867 22.6404324009702
32 201 640 TRUE 1.37037037037037 26.1828950040643
29 201 1057 TRUE 1.20898641588297 24.6031533551682
24 201 3726 TRUE 1.05515719801434 21.3644097048858
27 201 3563 TRUE 1.05775339301184 21.4650283137628
23 201 3109 TRUE 1.06646726487205 21.7773613651754
31 201 1546 TRUE 1.13831258644537 23.5288163195622
29 201 2312 TRUE 1.09041591320072 22.4878431995882
28 201 2387 TRUE 1.08745080891998 22.4092644423417
29 201 2727 TRUE 1.07613247049867 22.0865454294659
24 201 4314 TRUE 1.04746084480304 21.0412871869391
22 201 4845 TRUE 1.04214963119073 20.791809093264
27 201 1180 TRUE 1.18518518518519 24.2824698333045
25 201 1342 TRUE 1.1610305958132 23.9176223432143
31 201 2706 TRUE 1.07674597083653 22.1050667298266
26 201 1807 TRUE 1.11716461628588 23.1145486433586
30 201 974 TRUE 1.22883295194508 24.8470060374143
28 201 858 TRUE 1.26385224274406 25.2366279630065
29 201 1089 TRUE 1.20222446916077 24.5153611209443
25 201 2596 TRUE 1.08012820512821 22.204638516432
23 201 2970 TRUE 1.06968641114983 21.8842438894177
23 201 2980 TRUE 1.06944444444444 21.8765957779333
25 201 1335 TRUE 1.16194331983806 23.9328611594046
24 201 4546 TRUE 1.04498425551057 20.9279272805687
33 201 1526 TRUE 1.14025245441795 23.5642335769431
24 201 3910 TRUE 1.05249343832021 21.256953911726
25 201 4583 TRUE 1.04461298237787 20.9104506541186
26 201 1266 TRUE 1.17152658662093 24.0820233347439
26 201 2173 TRUE 1.09647853352629 22.643031187019
23 201 3172 TRUE 1.06510416666667 21.730894913275
28 201 2314 TRUE 1.0903342366757 22.4858786439763
26 201 1713 TRUE 1.12399256044637 23.2552993616485
24 201 3954 TRUE 1.05189413596264 21.2324233730414
29 201 811 TRUE 1.28129395218003 25.4113023907654
28 201 1359 TRUE 1.15885623510723 23.8835300613844
22 201 2571 TRUE 1.08093889113719 22.2282277584256
28 201 2657 TRUE 1.07821666014861 22.1486482711192
26 201 2213 TRUE 1.09465215333649 22.5965939972254
23 201 3136 TRUE 1.06587615283267 21.7574509545138
26 201 1448 TRUE 1.14836795252226 23.707551344643
29 201 892 TRUE 1.25252525252525 25.114417650287
27 201 2088 TRUE 1.10060362173038 22.7434889568412
25 201 1442 TRUE 1.14903129657228 23.7190992221346
25 201 3758 TRUE 1.05467468562056 21.3452332075038
23 201 4489 TRUE 1.0455684666211 20.9551273834437
26 201 1809 TRUE 1.11702750146284 23.1113727497585
23 201 4494 TRUE 1.04551661356395 20.9526917552358
20 201 4802 TRUE 1.04253509145045 20.8107632570531
26 201 1936 TRUE 1.10893246187364 22.9360871303225
22 201 3212 TRUE 1.06426735218509 21.7020362139703
27 201 1362 TRUE 1.15847860538827 23.8765809523074
27 201 1158 TRUE 1.1890359168242 24.3378550150215
38 201 184 TRUE 3.38095238095238 31.3578593973245
25 201 3569 TRUE 1.05765350245027 21.4612247994932
29 201 967 TRUE 1.23068050749712 24.8711503778861
25 201 2426 TRUE 1.0859845227859 22.3699959349955
24 201 4273 TRUE 1.04792715073089 21.0618972877716
32 251 2589 TRUE 1.10146103896104 27.7646730856342
34 251 2637 TRUE 1.09952229299363 27.7090102965553
36 251 2353 TRUE 1.11220825852783 28.0563233859332
38 251 652 TRUE 1.47438330170778 32.6621764899923
26 251 4417 TRUE 1.05824790307549 26.2377345232597
28 251 3112 TRUE 1.08369601606964 27.219333204721
34 251 1968 TRUE 1.13564839934889 28.6181067837643
32 251 1268 TRUE 1.21872265966754 30.0995963219187
31 251 3497 TRUE 1.07413997627521 26.8846029310391
35 251 3572 TRUE 1.07252683492892 26.8245180657838
30 251 1753 TRUE 1.15356265356265 28.9938210849368
29 251 2883 TRUE 1.09064539521392 27.4434767430189
35 251 1079 TRUE 1.26205450733753 30.6828852626041
31 251 4570 TRUE 1.0562429696288 26.1460153157713
35 251 1143 TRUE 1.24557956777996 30.4715290778232
30 251 2139 TRUE 1.12413108242304 28.3532305127709
28 251 3014 TRUE 1.08653513326411 27.3125701084779
34 251 2693 TRUE 1.09735202492212 27.6460182416421
37 251 1576 TRUE 1.17229496898691 29.34789220542
31 251 1916 TRUE 1.13958682300391 28.7045838457653
27 251 4433 TRUE 1.05803156917363 26.2278319787018
28 251 3106 TRUE 1.08386447500839 27.225082462754
29 251 1740 TRUE 1.15479876160991 29.0193930751272
38 251 681 TRUE 1.44964028776978 32.4808143964606
28 251 4595 TRUE 1.05592841163311 26.1313799109295
31 251 1293 TRUE 1.21404109589041 30.0314522346628
36 251 2718 TRUE 1.09641342074817 27.618360105248
35 251 2664 TRUE 1.09846396218984 27.67870725218
